NTD,Agency,Mode,TOS,Organization,UZA_ID,UZA_Name,UZA_Area,UZA_Pop,SA_Area,SA_Pop,Passenger_Miles,Unlinked_Trips,Avg_Trip_Length, Fares , Operating_Expenses , Average_Cost , Average_Fare 
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,MB,DO,State Government Unit or Department of Transportation,48,"Bridgeport-Stamford, CT-NY",466,923311,133,281327,9488562,2743779,3.46,3673370,16299441,5.94,1.34
10057,Norwalk Transit District,DR,DO,Independent Public Agency or Authority of Transit Service,48,"Bridgeport-Stamford, CT-NY",466,923311,45,108700,277163,60978,4.55,157987,3337048,54.73,2.59
10057,Norwalk Transit District,DR,PT,Independent Public Agency or Authority of Transit Service,48,"Bridgeport-Stamford, CT-NY",466,923311,45,108700,276744,57784,4.79,151792,2005618,34.71,2.63
10057,Norwalk Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,48,"Bridgeport-Stamford, CT-NY",466,923311,45,108700,4970806,1358741,3.66,1362188,8833676,6.50,1.00
10061,Montachusett Regional Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,269,"Leominster-Fitchburg, MA",65,116960,624,228778,3533628,355465,9.94,3521523,11236332,31.61,9.91
10061,Montachusett Regional Transit Authority,DR,TX,Independent Public Agency or Authority of Transit Service,269,"Leominster-Fitchburg, MA",65,116960,624,228778,2311890,227966,10.14,21456,3574334,15.68,0.09
10061,Montachusett Regional Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,269,"Leominster-Fitchburg, MA",65,116960,624,228778,2230148,537385,4.15,728269,5792883,10.78,1.36
10064,Greater Attleboro-Taunton Regional Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,39,"Providence, RI-MA",545,1190956,835,572140,1714232,317392,5.40,371737,8129341,25.61,1.17
10064,Greater Attleboro-Taunton Regional Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,39,"Providence, RI-MA",545,1190956,835,572140,3448477,716680,4.81,810251,7955679,11.10,1.13
10066,Green Mountain Transit Authority,CB,DO,Independent Public Agency or Authority of Transit Service,285,"Burlington, VT",62,108740,2091,284655,5288242,240536,21.99,573693,3415560,14.20,2.39
10066,Green Mountain Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,285,"Burlington, VT",62,108740,2091,284655,893715,79796,11.20,0,2785406,34.91,0.00
10066,Green Mountain Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,285,"Burlington, VT",62,108740,2091,284655,735132,79009,9.30,100135,2260247,28.61,1.27
10066,Green Mountain Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,285,"Burlington, VT",62,108740,2091,284655,6914037,2443703,2.83,1733951,12497692,5.11,0.71
10086,Cooperative Alliance for Seacoast Transportation,DR,DO,Independent Public Agency or Authority of Transit Service,331,"Dover-Rochester, NH-ME",66,88087,368,166975,151149,24502,6.17,101191,1723641,70.35,4.13
10086,Cooperative Alliance for Seacoast Transportation,MB,DO,Independent Public Agency or Authority of Transit Service,331,"Dover-Rochester, NH-ME",66,88087,368,166975,3345497,402521,8.31,714685,3981427,9.89,1.78
10087,City of Nashua,DR,PT,"City, County or Local Government Unit or Department of Transportation",160,"Nashua, NH-MA",182,226400,250,187804,121879,18083,6.74,36086,1047850,57.95,2.00
10087,City of Nashua,MB,PT,"City, County or Local Government Unit or Department of Transportation",160,"Nashua, NH-MA",182,226400,250,187804,1960095,444466,4.41,332994,2216511,4.99,0.75
10088,Casco Bay Island Transit District,FB,DO,Independent Public Agency or Authority of Transit Service,177,"Portland, ME",136,203914,111,66765,3904361,1099820,3.55,2734945,7160896,6.51,2.49
10098,"Western Maine Transportation Services, Inc.",CB,DO,Independent Public Agency or Authority of Transit Service,446,"Lewiston, ME",35,59397,4247,188015,456779,9947,45.92,20965,293762,29.53,2.11
10098,"Western Maine Transportation Services, Inc.",DR,DO,Independent Public Agency or Authority of Transit Service,446,"Lewiston, ME",35,59397,4247,188015,222552,50183,4.43,44436,1134737,22.61,0.89
10098,"Western Maine Transportation Services, Inc.",MB,DO,Independent Public Agency or Authority of Transit Service,446,"Lewiston, ME",35,59397,4247,188015,269228,173342,1.55,301694,1134468,6.54,1.74
10102,Connecticut Department of Transportation,CB,PT,State Government Unit or Department of Transportation,47,"Hartford, CT",516,924859,171,448608,3006499,161230,18.65,309273,3669983,22.76,1.92
10102,Connecticut Department of Transportation,CR,PT,State Government Unit or Department of Transportation,47,"Hartford, CT",516,924859,171,448608,16002355,595447,26.87,1852605,39030075,65.55,3.11
10105,Cape Cod Regional Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,152,"Barnstable Town, MA",277,246695,394,221049,3269345,463570,7.05,6093606,12222124,26.37,13.14
10105,Cape Cod Regional Transit Authority,DR,TX,Independent Public Agency or Authority of Transit Service,152,"Barnstable Town, MA",277,246695,394,221049,1892994,106034,17.85,6838978,6951128,65.56,64.50
10105,Cape Cod Regional Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,152,"Barnstable Town, MA",277,246695,394,221049,8354004,610171,13.69,973479,6948350,11.39,1.60
10107,Milford Transit District,DR,DO,Independent Public Agency or Authority of Transit Service,48,"Bridgeport-Stamford, CT-NY",466,923311,24,52759,265131,43487,6.10,120962,720820,16.58,2.78
10107,Milford Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,48,"Bridgeport-Stamford, CT-NY",466,923311,24,52759,1331860,264589,5.03,186231,1351953,5.11,0.70
10115,Northern New England Passenger Rail Authority,CR,PT,Independent Public Agency or Authority of Transit Service,177,"Portland, ME",136,203914,3706,1431087,44297074,547293,80.94,10559172,23056079,42.13,19.29
10118,MetroWest Regional Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,10,"Boston, MA-NH-RI",1873,4181019,272,324040,1284162,208608,6.16,250611,5274090,25.28,1.20
10118,MetroWest Regional Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,10,"Boston, MA-NH-RI",1873,4181019,272,324040,3048240,592164,5.15,676925,5441890,9.19,1.14
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,"Subsidiary Unit of a Transit Agency, Reporting Separately",185,"Waterbury, CT",90,194535,116,238853,738108,117492,6.28,236180,4970502,42.31,2.01
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,"Subsidiary Unit of a Transit Agency, Reporting Separately",185,"Waterbury, CT",90,194535,116,238853,4204697,2042370,2.06,1662899,13999229,6.85,0.81
10130,Connecticut Department of Transportation -CTTRANSIT New Britain,MB,PT,Private Provider Reporting on Behalf of a Public Entity,47,"Hartford, CT",516,924859,81,203562,3804638,645308,5.90,426370,4973549,7.71,0.66
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",FB,DO,Independent Public Agency or Authority of Transit Service,152,"Barnstable Town, MA",277,246695,2100,241649,36673159,3004436,12.21,30938007,90705302,30.19,10.30
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",MB,DO,Independent Public Agency or Authority of Transit Service,152,"Barnstable Town, MA",277,246695,2100,241649,4372843,857547,5.10,0,6514505,7.60,0.00
11147,Rhode Island Department of Transportation,FB,PT,State Government Unit or Department of Transportation,39,"Providence, RI-MA",545,1190956,10,78813,1100445,42686,25.78,381667,1019782,23.89,8.94
20002,Capital District Transportation Authority,CB,PT,Independent Public Agency or Authority of Transit Service,67,"Albany-Schenectady, NY",296,594962,207,511949,5478449,181817,30.13,363035,1725574,9.49,2.00
20002,Capital District Transportation Authority,DR,DO,Independent Public Agency or Authority of Transit Service,67,"Albany-Schenectady, NY",296,594962,207,511949,1082328,128143,8.45,242608,13629830,106.36,1.89
20002,Capital District Transportation Authority,DR,TX,Independent Public Agency or Authority of Transit Service,67,"Albany-Schenectady, NY",296,594962,207,511949,1791702,191636,9.35,346529,4349041,22.69,1.81
20002,Capital District Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,67,"Albany-Schenectady, NY",296,594962,207,511949,53504262,15144277,3.53,19707943,66330005,4.38,1.30
20002,Capital District Transportation Authority,VP,PT,Independent Public Agency or Authority of Transit Service,67,"Albany-Schenectady, NY",296,594962,207,511949,1271209,38056,33.40,222217,239588,6.30,5.84
20003,Broome County,DR,DO,"City, County or Local Government Unit or Department of Transportation",210,"Binghamton, NY-PA",74,158084,712,200600,261503,27171,9.62,38056,1108581,40.80,1.40
20003,Broome County,DR,PT,"City, County or Local Government Unit or Department of Transportation",210,"Binghamton, NY-PA",74,158084,712,200600,385542,53188,7.25,142229,1206408,22.68,2.67
20003,Broome County,MB,DO,"City, County or Local Government Unit or Department of Transportation",210,"Binghamton, NY-PA",74,158084,712,200600,6249954,1785701,3.50,2389582,8636633,4.84,1.34
20004,Niagara Frontier Transportation Authority,DR,DO,Independent Public Agency or Authority of Transit Service,46,"Buffalo, NY",380,935906,383,981771,2052489,214499,9.57,618757,10556586,49.22,2.88
20004,Niagara Frontier Transportation Authority,LR,DO,Independent Public Agency or Authority of Transit Service,46,"Buffalo, NY",380,935906,383,981771,11971472,4485084,2.67,4955205,26660853,5.94,1.10
20004,Niagara Frontier Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,46,"Buffalo, NY",380,935906,383,981771,68596995,19282797,3.56,29936218,106024217,5.50,1.55
20006,City of Long Beach,DR,DO,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,13,33275,53913,8637,6.24,6478,842769,97.58,0.75
20006,City of Long Beach,MB,DO,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,13,33275,574543,196886,2.92,344473,2623278,13.32,1.75
20008,MTA New York City Transit,CB,DO,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,321,8398748,153389117,11477164,13.36,76398352,242520835,21.13,6.66
20008,MTA New York City Transit,DR,PT,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,321,8398748,43330163,4828423,8.97,9781667,516470491,106.96,2.03
20008,MTA New York City Transit,HR,DO,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,321,8398748,10462782577,2712521697,3.86,3643213720,5206727193,1.92,1.34
20008,MTA New York City Transit,MB,DO,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,321,8398748,1478429570,691616614,2.14,846111742,2685918268,3.88,1.22
20008,MTA New York City Transit,RB,DO,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,321,8398748,57076245,30695695,1.86,32469300,103071355,3.36,1.06
20010,Dutchess County,DR,DO,"City, County or Local Government Unit or Department of Transportation",89,"Poughkeepsie-Newburgh, NY-NJ",327,423566,175,351997,181050,24696,7.33,50664,3192274,129.26,2.05
20010,Dutchess County,MB,DO,"City, County or Local Government Unit or Department of Transportation",89,"Poughkeepsie-Newburgh, NY-NJ",327,423566,175,351997,4858260,848065,5.73,1143736,7753976,9.14,1.35
20018,Central New York Regional Transportation Authority,DR,DO,Independent Public Agency or Authority of Transit Service,90,"Syracuse, NY",195,412317,510,641357,515973,90189,5.72,345339,4933205,54.70,3.83
20018,Central New York Regional Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,90,"Syracuse, NY",195,412317,510,641357,580010,95852,6.05,227423,4324044,45.11,2.37
20018,Central New York Regional Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,90,"Syracuse, NY",195,412317,510,641357,33222131,10008861,3.32,14127093,62956950,6.29,1.41
20072,Suffolk County ,DR,PT,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,9771071,752779,12.98,2363708,37500154,49.82,3.14
20072,Suffolk County ,MB,PT,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,26180648,3674726,7.12,5691062,43676687,11.89,1.55
20075,Port Authority Transit Corporation,HR,DO,Independent Public Agency or Authority of Transit Service,5,"Philadelphia, PA-NJ-DE-MD",1981,5441567,16,159726,99332879,11107474,8.94,27243638,58223846,5.24,2.45
20076,Westchester County,DR,PT,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,450,949113,3379622,310627,10.88,1416305,15590276,50.19,4.56
20076,Westchester County,DR,TX,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,450,949113,139800,38477,3.63,174575,620560,16.13,4.54
20076,Westchester County,MB,PT,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,450,949113,114898810,26474087,4.34,45934436,143431601,5.42,1.74
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",CR,DO,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,527,6503894,2034489613,91433762,22.25,756678075,1257847085,13.76,8.28
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",FB,PT,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,527,6503894,707182,172797,4.09,236470,4409209,25.52,1.37
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MB,PT,"Subsidiary Unit of a Transit Agency, Reporting Separately",1,"New York-Newark, NY-NJ-CT",3450,18351295,527,6503894,488542,406193,1.20,618186,2559365,6.30,1.52
20080,New Jersey Transit Corporation,CR,DO,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,2006197776,89562931,22.40,566604397,1024848749,11.44,6.33
20080,New Jersey Transit Corporation,DR,PT,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,10750959,1711304,6.28,3676854,114692919,67.02,2.15
20080,New Jersey Transit Corporation,LR,DO,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,12445497,5417438,2.30,5396351,23954159,4.42,1.00
20080,New Jersey Transit Corporation,LR,PT,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,61258605,16132963,3.80,15489706,100196881,6.21,0.96
20080,New Jersey Transit Corporation,MB,DO,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,975132912,141247365,6.90,375583737,895095763,6.34,2.66
20080,New Jersey Transit Corporation,MB,PT,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,42195890,9818212,4.30,9155061,62422237,6.36,0.93
20080,New Jersey Transit Corporation,VP,PT,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,22289755,635166,35.09,1640036,9265043,14.59,2.58
20080,New Jersey Transit Corporation,YR,PT,Other Publicly-Owned or Privately Chartered Corporation,1,"New York-Newark, NY-NJ-CT",3450,18351295,5325,10594013,40925492,2744872,14.91,2327483,34607780,12.61,0.85
20082,New York City Department of Transportation,CB,PT,"City, County or Local Government Unit or Department of Transportation",1,"New York-Newark, NY-NJ-CT",3450,18351295,372,8622698,13374216,396025,33.77,1985346,5557788,14.03,5.01
